,asset_name,category,description,address,latitude,longitude,website,source_type,community_geo_id,asset_id,asset_type,generated_timestamp
743,Main Street Antiques,Local business and economy,,"800 W Main St, Monongahela",40.205369,-79.9329237,,Google API,4250408,f7fbfbce-453c-4007-9d19-5b730a905247,Tangible,41:41.9
744,Red Boot Antiques,Local business and economy,,"905 W Main St, Monongahela",40.2057879,-79.9339229,https://www.facebook.com/Red-Boot-Antiques-396527983751658/,Google API,4250408,0f9c6334-68ce-4b4b-865e-61d9d9927563,Tangible,41:41.9
745,Yesterday's Best,Local business and economy,,"141 Main St, New Eagle",40.2075189,-79.9436134,,Google API,4250408,98dcaa1e-c85b-4f5a-8daf-c194ddc24a65,Tangible,41:41.9
746,Industrial Farmhouse Living,Local business and economy,,"144 Main St, New Eagle",40.2072629,-79.9437464,,Google API,4250408,839f68e1-5d68-4700-95f1-88357784fe66,Tangible,41:41.9
747,2nd Time,Local business and economy,,"615 McKean Ave, Charleroi",40.1397452,-79.8993071,,Google API,4250408,512ee803-e36c-48f1-a3cf-58d7747ae5ae,Tangible,41:41.9
788,KeyBank,Local business and economy,,"318 W Main St, Monongahela",40.20265089999999,-79.9262116,https://www.key.com/locations/pa/monongahela/BRCH32900281/318-west-main-street?ppc=cmpgmb,Google API,4250408,4b3977d2-21af-4159-a6b6-91907412e1b0,Tangible,41:41.9
789,Citizens,Local business and economy,,"1731 Grand Blvd, Monessen",40.1435762,-79.8802467,https://locations.citizensbank.com/pa/monessen/1731-grand-blvd.html,Google API,4250408,6c0fd50c-5b56-46f5-ba20-ef3c5110a031,Tangible,41:41.9
790,PNC Bank,Local business and economy,,"300 W Main St, Monongahela",40.20250679999999,-79.9258322,https://apps.pnc.com/locator/location-details/pennsylvania/monongahela/15063/00054001/monongahela?lnksrc=branch-listing-google,Google API,4250408,b9e387ca-8817-4e60-bf25-8fde8f00773f,Tangible,41:41.9
791,cfsbank Monongahela,Local business and economy,,"1220 W Main St, Monongahela",40.2060001,-79.9373082,https://cfsbank.com/locations/monongahela/,Google API,4250408,059261f5-8b9f-4552-8c62-7734aa483924,Tangible,41:41.9
792,Citizens Supermarket Branch,Local business and economy,,"1300 Country Club Rd, Monongahela",40.172134,-79.9168498,https://locations.citizensbank.com/pa/monongahela/1300-country-club-rd.html,Google API,4250408,674c1db0-d3bd-4d35-adf6-4aff59af4d4e,Tangible,41:41.9
793,PNC ATM,Local business and economy,,"300 W Main St, Monongahela",40.2024823,-79.9258512,https://apps.pnc.com/locator/location-details/pennsylvania/monongahela/15063/PJ1962/monongahela?lnksrc=atm-listing-google,Google API,4250408,11acdcb0-d2ad-49f4-88be-baeb55a3bd2c,Tangible,41:41.9
794,Citizens ATM,Local business and economy,,"1300 Country Club Rd, Monongahela",40.1723439,-79.9167385,https://www.citizensbank.com/search/answers.aspx?query=ATM&referrerPageUrl=https%3A%2F%2Flocations.citizensbank.com%2F&tabOrder=.%2Findex.html%2Clocations%2CFAQ%2Chelp_articles%2Cinvestors_bank_resources%2Chsbc_resources%2Cproducts&facetFilters=%7B%7D&filters=%7B%7D&verticalUrl=locations.html,Google API,4250408,3b32d066-5cbf-43d1-bc20-1f4c4cff5746,Tangible,41:41.9
795,PNC ATM,Local business and economy,,"601 McKean Ave, Donora",40.17792379999999,-79.8563747,https://apps.pnc.com/locator/location-details/pennsylvania/donora/15033/PX1974/donora?lnksrc=atm-listing-google,Google API,4250408,fe6a0334-8872-4b9e-81a0-2906c859e1c8,Tangible,41:41.9
796,First National Bank ATM,Local business and economy,,"1163 Country Club Rd, Monongahela",40.182074,-79.911035,,Google API,4250408,61f4e104-57de-41ac-bdab-aba53a51c091,Tangible,41:41.9
797,Valley 1st Community FCU,Local business and economy,,"815 Schoonmaker Ave # 819, Monessen",40.1616596,-79.8902281,http://valley1st.org/,Google API,4250408,57235a48-fb25-40d2-af19-c6fe58439009,Tangible,41:41.9
798,Citizens ATM,Local business and economy,,"2 Eastgate Ave, Monessen",40.1599508,-79.8708767,https://www.citizensbank.com/search/answers.aspx?query=ATM&referrerPageUrl=https%3A%2F%2Flocations.citizensbank.com%2F&tabOrder=.%2Findex.html%2Clocations%2CFAQ%2Chelp_articles%2Cinvestors_bank_resources%2Chsbc_resources%2Cproducts&facetFilters=%7B%7D&filters=%7B%7D&verticalUrl=locations.html,Google API,4250408,4ed6f144-a60a-4542-93a2-f17bb66ebfe3,Tangible,41:41.9
799,Valley First Credit Union,Local business and economy,,"819 Schoonmaker Ave, Monessen",40.1616624,-79.8900563,,Google API,4250408,8bb0acd2-338c-49de-937c-e11f62d2168a,Tangible,41:41.9
800,First National Bank ATM,Local business and economy,,"300 Chamber Plaza, Charleroi",40.139855,-79.8967,,Google API,4250408,df0863ea-077a-4320-ada2-a2fb95f2256f,Tangible,41:41.9
801,ATM (Pennz Mart),Local business and economy,,"200 Dry Run Rd, Monongahela",40.2065489,-79.9399857,,Google API,4250408,f34c271b-939a-4503-a03b-2cb6c906b4a1,Tangible,41:41.9
802,ATM,Local business and economy,,"1109 PA-837, Monongahela",40.1715147,-79.8893827,,Google API,4250408,d99f4a55-9baf-4164-abde-6b9e1ef26541,Tangible,41:41.9
2595,The Washington Hospital,Healthcare,Hospital,"155 Wilson Avenue, Washington, PA",40.1831171,-80.246246,,Community Benefit Hospitals API,4250408,b2e36863-0244-4fa0-9dbf-efb75e7b10c5,Tangible,41:41.9
2659,Monongahela Valley Hospital  Inc,Healthcare,Hospital,"1163 Country Club Rd  Route 88, Monongahela, PA",40.1819746,-79.9111408,,Community Benefit Hospitals API,4250408,e70bef36-99b5-4066-9198-2a4e9cbbb8b9,Tangible,41:41.9
2666,Canonsburg General Hospital,Healthcare,Hospital,"100 Medical Blvd, Canonsburg, PA",40.2460974,-80.1901219,,Community Benefit Hospitals API,4250408,393421ee-9340-425b-99fd-d1735e630531,Tangible,41:41.9
